Date,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-01-01,229.5666666666667,,40.586666666666666,27.91333333333333,47.32,,30.53333333333333,0.8733333333333334,15.496666666666664,7.996666666666667,16.12666666666667,,,2.676666666666667,4.043333333333334,,62.51,0.5733333333333334,207.59666666666666,,,48.24666666666667,,0.25333333333333335
2019-01-02,248.59333333333333,,64.58,34.10666666666666,69.81,,35.79333333333333,1.4866666666666666,25.093333333333334,11.793333333333331,23.036666666666665,,,3.7866666666666666,6.286666666666666,,62.623333333333335,0.7233333333333335,166.46666666666667,,,46.336666666666666,,0.23666666666666666
2019-01-03,347.77666666666664,,49.27333333333333,24.933333333333334,52.593333333333334,,34.21333333333333,1.0933333333333333,12.036666666666667,9.496666666666668,30.070000000000004,,,4.633333333333334,5.3133333333333335,,75.64999999999999,0.8333333333333334,258.24,,,46.78333333333333,,0.3933333333333333
2019-01-04,230.42666666666665,,31.156666666666666,24.22,37.806666666666665,,17.45,0.9766666666666666,7.830000000000001,6.553333333333334,15.446666666666665,,,3.445,4.795,,79.32333333333334,0.7233333333333333,216.99666666666667,,,41.089999999999996,,0.2966666666666667
2019-01-05,252.94333333333336,,48.14666666666667,35.833333333333336,57.57666666666666,,27.623333333333335,0.9333333333333332,24.00333333333333,10.356666666666667,27.24666666666667,,,3.6366666666666667,5.11,,60.82333333333333,1.1033333333333333,147.51,,,46.75333333333334,,0.16666666666666666
2019-01-06,132.50666666666666,,8.896666666666667,29.956666666666667,23.05,,16.903333333333332,0.56,22.040000000000003,2.5533333333333332,6.94,,,1.5633333333333335,1.155,,64.33999999999999,1.06,146.71333333333334,,,50.626666666666665,,0.20333333333333334
2019-01-07,156.27333333333334,,36.20666666666667,26.66333333333333,43.15,,18.336666666666666,0.65,12.573333333333332,4.826666666666667,14.469999999999999,,,1.8133333333333332,6.66,,75.32333333333334,0.7366666666666667,232.96666666666667,,,57.63333333333333,,0.4033333333333333
2019-01-08,164.23999999999998,,17.87666666666667,23.136666666666667,26.606666666666666,,17.883333333333333,0.5233333333333333,15.303333333333333,2.6566666666666667,7.5200000000000005,,,2.3033333333333332,0.89,,71.10666666666667,0.8966666666666666,277.66333333333336,,,55.123333333333335,,0.5333333333333333
2019-01-09,151.44666666666666,,11.513333333333334,24.616666666666664,22.30666666666667,,5.580000000000001,0.5066666666666667,19.016666666666666,2.776666666666667,6.626666666666668,,,0.9366666666666665,1.52,,59.083333333333336,1.1266666666666667,305.93,,,53.76666666666666,,0.42333333333333334
2019-01-10,176.85333333333332,,60.123333333333335,29.186666666666667,63.620000000000005,,10.633333333333335,1.0799999999999998,19.580000000000002,5.8566666666666665,16.046666666666667,,,2.6233333333333335,14.12,,60.42333333333334,0.7333333333333334,235.59666666666666,,,52.953333333333326,,-0.3033333333333333
2019-01-11,304.1333333333333,,117.91000000000001,43.00666666666667,117.2,,26.826666666666664,1.9433333333333334,16.953333333333333,21.38,54.47666666666667,,,7.236666666666667,12.276666666666666,,62.97,0.5633333333333334,143.73666666666668,,,50.31333333333333,,-0.6733333333333333
2019-01-12,304.99333333333334,,90.50666666666666,44.43,96.03666666666668,,28.560000000000002,1.6966666666666665,24.133333333333336,15.97,41.99666666666666,,,7.1866666666666665,11.030000000000001,,61.13666666666666,0.59,178.11666666666667,,,48.23,,-0.6366666666666667
2019-01-13,218.0,,27.243333333333336,37.54666666666667,41.766666666666666,,17.21,0.89,21.69,8.993333333333334,15.786666666666667,,,2.783333333333333,2.9433333333333334,,60.28333333333333,0.8099999999999999,170.90333333333334,,,42.97666666666667,,-0.5499999999999999
2019-01-14,104.62666666666667,,7.803333333333334,18.44333333333333,16.05666666666667,,12.166666666666666,0.48666666666666664,25.426666666666666,1.0866666666666667,3.4500000000000006,,,0.8200000000000001,,,48.56666666666666,1.2933333333333332,280.25333333333333,,,52.41333333333333,,-0.4366666666666667
2019-01-15,120.64333333333333,,23.41,23.636666666666667,31.30333333333333,,12.656666666666666,0.7200000000000001,20.966666666666665,3.3633333333333333,10.603333333333333,,,2.48,4.155,,56.17666666666667,0.9833333333333334,277.2166666666667,,,41.843333333333334,,-0.47666666666666674
2019-01-16,189.17666666666665,,44.13333333333333,39.65,56.4,,10.526666666666666,0.9133333333333334,20.19333333333333,7.6933333333333325,13.353333333333333,,,2.703333333333333,3.0233333333333334,,63.943333333333335,0.6033333333333333,157.44333333333333,,,46.48666666666667,,-0.64
2019-01-17,260.44666666666666,,64.35333333333334,44.78666666666667,75.33999999999999,,22.853333333333335,1.3633333333333333,23.596666666666668,15.270000000000001,29.853333333333335,,,4.293333333333334,6.716666666666666,,61.99666666666667,0.6833333333333332,174.91666666666666,,,51.303333333333335,,-0.4466666666666666
2019-01-18,220.86333333333334,,56.68,31.073333333333334,61.873333333333335,,13.270000000000001,1.0633333333333332,16.383333333333333,8.106666666666667,16.426666666666666,,,3.0966666666666662,11.31,,72.02,0.7166666666666668,228.08,,,55.26333333333333,,-0.39999999999999997
2019-01-19,212.79999999999998,,48.10666666666666,33.96333333333333,56.553333333333335,,17.396666666666665,1.12,16.676666666666666,10.910000000000002,19.529999999999998,,,3.453333333333333,3.9166666666666665,,63.10666666666666,0.5633333333333334,212.38333333333333,,,54.203333333333326,,-0.4266666666666666
2019-01-20,259.7033333333333,,103.60666666666667,45.296666666666674,106.98333333333333,,44.22,1.7133333333333336,28.25333333333333,17.43,54.32333333333333,,,7.563333333333333,11.553333333333335,,55.38666666666666,0.5666666666666667,181.03666666666666,,,53.86666666666667,,-0.39999999999999997
2019-01-21,136.98666666666665,,17.333333333333332,29.686666666666667,29.659999999999997,,34.74333333333333,0.6266666666666666,21.616666666666664,4.073333333333333,8.976666666666667,,,2.1166666666666667,5.47,,61.336666666666666,1.6366666666666667,150.60999999999999,,,30.03333333333333,,-0.6366666666666666
2019-01-22,56.36333333333332,,5.62,18.626666666666665,14.403333333333334,,24.44666666666667,0.38999999999999996,23.403333333333336,2.22,5.673333333333333,,,1.57,0.475,,81.61,1.7566666666666668,130.72333333333333,,,48.21,,-1.42
2019-01-23,112.31333333333333,,30.50333333333333,19.863333333333333,34.97,,14.853333333333333,0.7200000000000001,9.043333333333333,6.836666666666666,17.913333333333334,,,2.4966666666666666,1.8533333333333333,,85.95666666666666,0.6166666666666666,217.12333333333333,,,59.93666666666666,,-1.2966666666666666
2019-01-24,125.55,,14.253333333333336,25.223333333333333,24.820000000000004,,18.470000000000002,0.5466666666666667,23.03333333333333,3.97,10.733333333333334,,,1.95,1.165,,71.01333333333334,0.9,116.41333333333334,,,54.47,,-1.36
2019-01-25,86.54333333333334,,7.363333333333333,18.863333333333333,15.923333333333332,,15.49,0.4833333333333334,24.543333333333333,0.9633333333333334,4.0,,,0.755,0.49,,69.02333333333333,1.1666666666666667,146.93,,,60.01333333333334,,-1.3266666666666667
2019-01-26,111.92333333333333,,6.026666666666666,17.86,14.32,,11.089999999999998,0.45333333333333337,29.316666666666666,1.7166666666666668,3.4433333333333334,,,0.43,,,54.00666666666666,1.0933333333333335,216.32000000000002,,,62.91,,-1.3066666666666666
2019-01-27,133.62333333333333,,9.633333333333333,22.176666666666666,19.503333333333334,,7.456666666666667,0.52,20.746666666666666,1.38,3.4299999999999997,,,1.9849999999999999,1.66,,59.18,1.0333333333333334,289.4766666666667,,,54.51666666666667,,-1.2633333333333334
2019-01-28,125.50333333333333,,9.443333333333333,23.713333333333335,20.16333333333333,,9.549999999999999,0.4566666666666666,23.076666666666668,1.5566666666666666,6.12,,,0.79,0.55,,50.776666666666664,1.1333333333333335,314.18666666666667,,,61.76,,-0.75
2019-01-29,141.76333333333335,,21.463333333333335,25.936666666666667,30.963333333333335,,9.12,0.5633333333333334,22.49666666666667,4.336666666666667,7.989999999999999,,,2.29,3.87,,47.66,0.9633333333333333,271.0133333333333,,,55.906666666666666,,-0.27
2019-01-30,192.75,,47.343333333333334,31.623333333333335,54.699999999999996,,17.12333333333333,0.91,20.07,5.966666666666666,14.793333333333335,,,2.11,4.215,,51.77333333333333,0.65,223.5,,,55.37666666666667,,-0.17
2019-01-31,177.51,,47.98,35.516666666666666,57.27333333333333,,23.996666666666666,0.9366666666666666,28.37,5.013333333333333,11.44,,,2.41,1.9033333333333333,,48.85333333333333,1.4133333333333333,154.70000000000002,,,42.27333333333333,,-0.22666666666666668
2019-02-01,141.46666666666667,,11.253333333333332,32.093333333333334,25.75,,21.486666666666665,0.5933333333333334,14.173333333333334,3.94,5.82,,,1.82,1.25,,65.00666666666666,1.09,232.4433333333333,,,48.01666666666666,,-0.01
2019-02-02,155.98999999999998,,9.996666666666666,17.833333333333332,17.483333333333334,,15.086666666666666,0.5599999999999999,16.209999999999997,5.753333333333333,6.77,,,1.705,2.325,,85.77,1.11,309.6333333333334,,,37.00666666666667,,0.02
2019-02-03,129.43333333333334,,10.799999999999999,16.23333333333333,17.273333333333333,,15.13,0.56,12.893333333333333,1.8566666666666667,4.113333333333333,,,1.25,1.11,,85.07666666666667,0.9066666666666667,247.24666666666667,,,47.836666666666666,,-0.016666666666666666
2019-02-04,112.65333333333335,,42.06333333333333,24.55333333333333,46.71,,14.906666666666666,0.89,13.84666666666667,4.06,9.049999999999999,,,1.3966666666666665,8.37,,69.91000000000001,0.7133333333333334,226.32666666666668,,,69.05333333333333,,-0.043333333333333335
2019-02-05,201.5533333333333,,95.58999999999999,43.70000000000001,99.71999999999998,,31.676666666666666,1.4333333333333333,32.60666666666666,12.193333333333333,32.31,,,4.25,8.97,,59.06666666666666,0.7399999999999999,148.08666666666667,,,58.379999999999995,,-0.09999999999999999
2019-02-06,119.47000000000001,,15.463333333333333,29.606666666666666,28.123333333333335,,21.97,0.6966666666666667,23.16333333333333,2.4233333333333333,4.86,,,1.906666666666667,0.7699999999999999,,65.51666666666667,1.4566666666666668,163.33666666666667,,,56.926666666666655,,0.006666666666666665
2019-02-07,66.94666666666667,,5.32,12.21,10.753333333333336,,10.823333333333332,0.5033333333333333,28.310000000000002,0.4466666666666667,1.0933333333333333,,,0.76,,,79.38,2.28,167.85666666666668,,,16.779999999999998,,-0.19333333333333333
2019-02-08,66.31333333333333,,17.203333333333333,18.53333333333333,23.623333333333335,,12.766666666666666,0.4633333333333333,20.569999999999997,0.39666666666666667,8.553333333333333,,,1.1900000000000002,0.15,,57.57333333333333,1.02,251.64000000000001,,,72.58333333333333,,0.02333333333333333
2019-02-09,85.02333333333333,,19.523333333333333,19.3,25.883333333333336,,10.15,0.6566666666666666,24.096666666666664,0.43,7.8,,,1.17,2.465,,57.54666666666666,1.0033333333333332,291.75333333333333,,,63.629999999999995,,0.06999999999999999
2019-02-10,152.10666666666665,,40.453333333333326,24.25,45.26,,19.02,0.86,18.13,0.3,8.583333333333334,,,1.6433333333333333,2.5666666666666664,,60.669999999999995,0.71,231.79,,,66.33333333333333,,0.02333333333333333
2019-02-11,196.56333333333336,,56.79666666666666,28.62,60.66,,19.256666666666664,0.9633333333333334,19.376666666666665,3.08,13.270000000000001,,,2.936666666666667,4.795,,58.49333333333334,0.56,209.59666666666666,,,64.88666666666667,,-0.05333333333333334
